iter	Accuracy	Logloss
1054	1	0.07989916247
1055	1	0.07976775475
1056	1	0.07970879463
1057	1	0.07961919901
1058	1	0.07949433389
1059	1	0.07943100783
1060	1	0.07933336549
1061	1	0.079225866
1062	1	0.07915924523
1063	1	0.07905711935
1064	1	0.07891480506
1065	1	0.07884149449
1066	1	0.07874402268
1067	1	0.07865872217
1068	1	0.07857547995
1069	1	0.07849328971
1070	1	0.07839251083
1071	1	0.07825053383
1072	1	0.07818322281
1073	1	0.07808720661
1074	1	0.07802791678
1075	1	0.0779184616
1076	1	0.07782325934
1077	1	0.07775441621
1078	1	0.0776684844
1079	1	0.07756289816
1080	1	0.0774598676
1081	1	0.07737977725
1082	1	0.07730011198
1083	1	0.07723110727
1084	1	0.07714265528
1085	1	0.07704691927
1086	1	0.07698051295
1087	1	0.07693985905
1088	1	0.07686175468
1089	1	0.0767967242
1090	1	0.0767053926
1091	1	0.07657876896
1092	1	0.07643186374
1093	1	0.07635905599
1094	1	0.07628084781
1095	1	0.07617195809
1096	1	0.07604942138
1097	1	0.07592733743
1098	1	0.07581463989
1099	1	0.07571813168
1100	1	0.07559752475
1101	1	0.07551203667
1102	1	0.07541389627
1103	1	0.07536043456
1104	1	0.07524126001
1105	1	0.07510286686
1106	1	0.07502908153
1107	1	0.07495640858
1108	1	0.07479523414
1109	1	0.07470750493
1110	1	0.07459049949
1111	1	0.07448502066
1112	1	0.07437351906
1113	1	0.07430653054
1114	1	0.07424009463
1115	1	0.07413641165
1116	1	0.0740729882
1117	1	0.07398470225
1118	1	0.07388045688
1119	1	0.07379306125
1120	1	0.07367525338
1121	1	0.07357468089
1122	1	0.07349176281
1123	1	0.07338402913
1124	1	0.07324710918
1125	1	0.07308795412
1126	1	0.07296213341
1127	1	0.07287725237
1128	1	0.07276452561
1129	1	0.07262840069
1130	1	0.07255227748
1131	1	0.07243315834
1132	1	0.07233001411
1133	1	0.07222136791
1134	1	0.07211315323
1135	1	0.0720033842
1136	1	0.07192567991
1137	1	0.07184465741
1138	1	0.07175349493
1139	1	0.07165036032
1140	1	0.07158954963
1141	1	0.07152642201
1142	1	0.07141776868
1143	1	0.07137466025
1144	1	0.07129613296
1145	1	0.07119317935
1146	1	0.07113459151
1147	1	0.07104635769
1148	1	0.07098960592
1149	1	0.07091386126
1150	1	0.07083845873
1151	1	0.07073068636
1152	1	0.07058180371
1153	1	0.07050478362
1154	1	0.07043468588
1155	1	0.07032018795
1156	1	0.07027570495
1157	1	0.0701818968
1158	1	0.07005066081
1159	1	0.06998958757
1160	1	0.0698947939
1161	1	0.06979008127
1162	1	0.0696913915
1163	1	0.0695869934
1164	1	0.0694441255
1165	1	0.06936179281
1166	1	0.06925192745
1167	1	0.06912086215
1168	1	0.06902432307
1169	1	0.06895268706
1170	1	0.0688728219
1171	1	0.06878849559
1172	1	0.06869260428
1173	1	0.06857845881
1174	1	0.06847254736
1175	1	0.06841966046
1176	1	0.06835364357
1177	1	0.06826772311
1178	1	0.06818210822
1179	1	0.06811235805
1180	1	0.06802552669
1181	1	0.06795825836
1182	1	0.06781931093
1183	1	0.06775599341
1184	1	0.06769281055
1185	1	0.0675661071
1186	1	0.0675095744
1187	1	0.06739446004
1188	1	0.06728387785
1189	1	0.06722240925
1190	1	0.06715283854
1191	1	0.06709399908
1192	1	0.06699735053
1193	1	0.0669381021
1194	1	0.06685851386
1195	1	0.06679210939
1196	1	0.0667386216
1197	1	0.06667887417
1198	1	0.06659012494
1199	1	0.06647270556
1200	1	0.06642155434
1201	1	0.06633733246
1202	1	0.06623138895
1203	1	0.06612729128
1204	1	0.06604927616
1205	1	0.06594630236
1206	1	0.06580899393
1207	1	0.06574428069
1208	1	0.0656501455
1209	1	0.06556383082
1210	1	0.06546488934
1211	1	0.0653529927
1212	1	0.06526591268
1213	1	0.06519730697
1214	1	0.06508931309
1215	1	0.06502853822
1216	1	0.06494208367
1217	1	0.06483905969
1218	1	0.06473887288
1219	1	0.06467634775
1220	1	0.06458325678
1221	1	0.06450030275
1222	1	0.0644191573
1223	1	0.06432554802
1224	1	0.06423063033
1225	1	0.06417649397
1226	1	0.06406559411
1227	1	0.06398669132
1228	1	0.06392875924
1229	1	0.06387878455
1230	1	0.06382949357
1231	1	0.06369894212
1232	1	0.06363841926
1233	1	0.06357431698
1234	1	0.06351148723
1235	1	0.06345216539
1236	1	0.06339934763
1237	1	0.06332088024
1238	1	0.06323289927
1239	1	0.0631065933
1240	1	0.06305048823
1241	1	0.063004298
1242	1	0.06289858836
1243	1	0.06278169658
1244	1	0.06272300466
1245	1	0.06263607085
1246	1	0.0625568076
1247	1	0.06247461444
1248	1	0.06238554012
1249	1	0.06233190896
1250	1	0.06226030329
1251	1	0.06214424593
1252	1	0.06205703933
1253	1	0.06201286949
1254	1	0.06194629361
1255	1	0.06186727659
1256	1	0.06179218754
1257	1	0.0617269298
1258	1	0.06166041248
1259	1	0.0615711678
1260	1	0.06149340481
1261	1	0.06140802718
1262	1	0.06132996784
1263	1	0.06125957922
1264	1	0.06116658078
1265	1	0.06110565758
1266	1	0.06103583224
1267	1	0.06097165307
1268	1	0.06086702381
1269	1	0.06080108959
1270	1	0.06072502568
1271	1	0.06062276754
1272	1	0.06053477381
1273	1	0.06044096785
1274	1	0.06037852599
1275	1	0.0603042295
1276	1	0.06025204206
1277	1	0.06018368683
1278	1	0.06009659307
1279	1	0.06004024483
1280	1	0.05999254861
1281	1	0.05991628677
1282	1	0.05985297542
1283	1	0.05974391201
1284	1	0.05969489704
1285	1	0.05961525011
1286	1	0.05955902764
1287	1	0.05951034801
1288	1	0.05945658912
1289	1	0.05939159158
1290	1	0.05934521004
1291	1	0.05928105439
1292	1	0.05921557646
1293	1	0.05916575122
1294	1	0.0591070748
1295	1	0.05901048309
1296	1	0.0589400688
1297	1	0.05883838308
1298	1	0.05876329113
1299	1	0.05870350641
1300	1	0.05859543196
1301	1	0.05851941135
1302	1	0.05846084102
1303	1	0.05839714764
1304	1	0.05835805373
1305	1	0.0582711647
1306	1	0.05820810582
1307	1	0.05811534754
1308	1	0.0580488004
1309	1	0.05800264125
1310	1	0.05793689079
1311	1	0.05787287439
1312	1	0.05782773619
1313	1	0.05776192758
1314	1	0.05771035972
1315	1	0.05762298921
1316	1	0.05757821023
1317	1	0.05752312788
1318	1	0.05743630009
1319	1	0.05734325306
1320	1	0.05727309731
1321	1	0.05721040401
1322	1	0.05716947402
1323	1	0.05713329048
1324	1	0.05702228808
1325	1	0.05694925905
1326	1	0.05689630466
1327	1	0.05683467763
1328	1	0.0567705729
1329	1	0.05671925017
1330	1	0.05665430331
1331	1	0.0565734694
1332	1	0.05646589006
1333	1	0.05642960369
1334	1	0.05636378608
1335	1	0.0563214757
1336	1	0.05626793444
1337	1	0.05617361806
1338	1	0.05611409039
1339	1	0.05602562111
1340	1	0.05598172615
1341	1	0.05594249666
1342	1	0.05587400274
1343	1	0.05580577799
1344	1	0.05574303874
1345	1	0.05567533044
1346	1	0.05560199797
1347	1	0.05554898402
1348	1	0.055516883
1349	1	0.0554601628
1350	1	0.05541754589
1351	1	0.055322726
1352	1	0.05527781075
1353	1	0.05520082263
1354	1	0.05515547135
1355	1	0.05511169088
1356	1	0.05505160453
1357	1	0.05497700302
1358	1	0.054910627
1359	1	0.05484387959
1360	1	0.0547883224
1361	1	0.05472256866
1362	1	0.05467351092
1363	1	0.0545814594
1364	1	0.05453359788
1365	1	0.05446630394
1366	1	0.05441690851
1367	1	0.05435817022
1368	1	0.05430472076
1369	1	0.05426924831
1370	1	0.05418385495
1371	1	0.05412580586
1372	1	0.05408453802
1373	1	0.05401965811
1374	1	0.05395934738
1375	1	0.05391743308
1376	1	0.05384474824
1377	1	0.05380451995
1378	1	0.05371042927
1379	1	0.05367821604
1380	1	0.05364136052
1381	1	0.05359871274
1382	1	0.05349805834
1383	1	0.05343621475
1384	1	0.05334094991
1385	1	0.05326681206
1386	1	0.05322176815
1387	1	0.05318237043
1388	1	0.05311271089
1389	1	0.05302665215
1390	1	0.05295536191
1391	1	0.05287166986
1392	1	0.05284512733
1393	1	0.05276417543
1394	1	0.05270483311
1395	1	0.05266735093
1396	1	0.05259086203
1397	1	0.05252845911
1398	1	0.05248688827
1399	1	0.05241848987
1400	1	0.0523547319
1401	1	0.05229993944
1402	1	0.05225424234
1403	1	0.05219788663
1404	1	0.05215270346
1405	1	0.05210889083
1406	1	0.05206370768
1407	1	0.05200576686
1408	1	0.05196007162
1409	1	0.05191654391
1410	1	0.05188906457
1411	1	0.05178615621
1412	1	0.05172375994
1413	1	0.05165736228
1414	1	0.05160347068
1415	1	0.05154723527
1416	1	0.0515060887
1417	1	0.05144180696
1418	1	0.05140330222
1419	1	0.05132712351
1420	1	0.05123691514
1421	1	0.05118941326
1422	1	0.0511447657
1423	1	0.05109630498
1424	1	0.05105280084
1425	1	0.05097956313
1426	1	0.05095018163
1427	1	0.05090161396
1428	1	0.05086442896
1429	1	0.05082566681
1430	1	0.05077245189
1431	1	0.05070439509
1432	1	0.05064078206
1433	1	0.05059366255
1434	1	0.05055269852
1435	1	0.05050886556
1436	1	0.05047380513
1437	1	0.05042306573
1438	1	0.05038097646
1439	1	0.05030837103
1440	1	0.05026699133
1441	1	0.05023478249
1442	1	0.05016430837
1443	1	0.05012190513
1444	1	0.05009358792
1445	1	0.05003571952
1446	1	0.05000049523
1447	1	0.04992515122
1448	1	0.049834817
1449	1	0.04979213579
1450	1	0.0497506876
1451	1	0.04968218794
1452	1	0.04964834238
1453	1	0.04961101323
1454	1	0.04957480392
1455	1	0.04950519803
1456	1	0.04946179329
1457	1	0.04938947515
1458	1	0.04934341064
1459	1	0.04927062984
1460	1	0.04920409404
1461	1	0.04914349623
1462	1	0.0491101472
1463	1	0.0490410879
1464	1	0.04898593797
1465	1	0.04893776244
1466	1	0.04887750777
1467	1	0.04882950686
1468	1	0.04879334358
1469	1	0.04872806578
1470	1	0.04868300153
1471	1	0.04861984612
1472	1	0.04855078175
1473	1	0.04849443666
1474	1	0.04844909518
1475	1	0.0484292347
1476	1	0.04838850461
1477	1	0.04831992927
1478	1	0.04829342165
1479	1	0.04822621575
1480	1	0.04817495626
1481	1	0.04811721837
1482	1	0.04805912978
1483	1	0.04800330502
1484	1	0.04794787303
1485	1	0.04790184989
1486	1	0.04784078866
1487	1	0.04780419004
1488	1	0.04775765092
1489	1	0.047728669
1490	1	0.04767300846
1491	1	0.0476146738
1492	1	0.04755178085
1493	1	0.04751958974
1494	1	0.04746847499
1495	1	0.04741805456
1496	1	0.04738611993
1497	1	0.04733993801
1498	1	0.04725827511
1499	1	0.04719106756
