iter	Accuracy	Logloss
644	0.99125	0.144945174
645	0.99125	0.1447193679
646	0.99125	0.1444485907
647	0.99125	0.1443156893
648	0.99125	0.1440820077
649	0.99125	0.1437769479
650	0.99125	0.1435194124
651	0.99125	0.1432644552
652	0.99125	0.1430654163
653	0.99125	0.1429109043
654	0.99125	0.1426197732
655	0.99125	0.1425494982
656	0.99125	0.14231297
657	0.99125	0.1419901509
658	0.99125	0.1417174065
659	0.99125	0.1414763961
660	0.99125	0.1413312983
661	0.99125	0.1411503009
662	0.99125	0.1408807785
663	0.99125	0.1406416025
664	0.99125	0.1403173292
665	0.9925	0.1401265239
666	0.99125	0.1398324046
667	0.99125	0.139622434
668	0.9925	0.1394630959
669	0.9925	0.1392580947
670	0.9925	0.1390501201
671	0.9925	0.1388675756
672	0.9925	0.1386515031
673	0.9925	0.1384979391
674	0.9925	0.1382624444
675	0.9925	0.1380311157
676	0.9925	0.1378103349
677	0.9925	0.1376481634
678	0.9925	0.1374138699
679	0.9925	0.1373020847
680	0.9925	0.1371010617
681	0.99375	0.1368226709
682	0.99375	0.1365680371
683	0.99375	0.136221696
684	0.99375	0.1360287097
685	0.99375	0.1357751563
686	0.99375	0.1356239107
687	0.99375	0.135419764
688	0.99375	0.1352562668
689	0.99375	0.1349908993
690	0.99375	0.1347501907
691	0.99375	0.1344864259
692	0.99375	0.1342680703
693	0.99375	0.1341347082
694	0.99375	0.1339179476
695	0.99375	0.1336537016
696	0.995	0.1334517447
697	0.995	0.133239202
698	0.995	0.1329831235
699	0.995	0.1327519266
700	0.995	0.1324818186
701	0.995	0.1323224111
702	0.995	0.1320891343
703	0.995	0.1319058634
704	0.995	0.1316580615
705	0.995	0.1313706697
706	0.995	0.1312536826
707	0.995	0.131024731
708	0.995	0.130809313
709	0.995	0.1306267205
710	0.995	0.1303423828
711	0.995	0.1301257748
712	0.995	0.1299141894
713	0.995	0.1297033194
714	0.995	0.129503619
715	0.995	0.1293495242
716	0.995	0.129217166
717	0.995	0.1289919353
718	0.995	0.1288212752
719	0.995	0.1286947
720	0.995	0.1284716572
721	0.995	0.1282517819
722	0.99625	0.1280178931
723	0.995	0.1278781699
724	0.99625	0.1277116736
725	0.995	0.1275959561
726	0.99625	0.1274278081
727	0.995	0.1271847881
728	0.99625	0.1269900208
729	0.99625	0.1268153824
730	0.99625	0.1265498006
731	0.99625	0.1263664996
732	0.99625	0.1262150245
733	0.99625	0.1260061713
734	0.99625	0.125849552
735	0.99625	0.1256149414
736	0.99625	0.1253955171
737	0.99625	0.1251980185
738	0.99625	0.1250558507
739	0.99625	0.1248017143
740	0.99625	0.1245820676
741	0.99625	0.1243436991
742	0.99625	0.1240805734
743	0.99625	0.123907347
744	0.99625	0.1236437969
745	0.99625	0.1233987576
746	0.99625	0.1232507348
747	0.99625	0.1230259566
748	0.99625	0.1228367161
749	0.99625	0.1226111179
750	0.99625	0.1223873803
751	0.99625	0.1222096313
752	0.99625	0.1220542178
753	0.99625	0.121826215
754	0.99625	0.121703558
755	0.99625	0.1215069256
756	0.99625	0.1213988557
757	0.99625	0.1212848918
758	0.99625	0.1210807733
759	0.99625	0.1208542279
760	0.99625	0.1205947622
761	0.99625	0.1204112735
762	0.99625	0.1202776444
763	0.99625	0.1200786174
764	0.99625	0.1198955422
765	0.99625	0.1197121574
766	0.99625	0.1195794714
767	0.9975	0.1194105635
768	0.9975	0.11924112
769	0.9975	0.1190665133
770	0.9975	0.1188417312
771	0.9975	0.118691186
772	0.9975	0.1184368485
773	0.9975	0.1182731371
774	0.9975	0.1180453878
775	0.9975	0.1179263313
776	0.9975	0.1177675579
777	0.9975	0.1175828035
778	0.9975	0.1174090233
779	0.9975	0.1172627807
780	0.9975	0.1170407861
781	0.9975	0.1169025275
782	0.9975	0.1167234947
783	0.9975	0.1165373527
784	0.9975	0.1163311055
785	0.9975	0.1161298808
786	0.9975	0.115940974
787	0.9975	0.1157787567
788	0.9975	0.1155988999
789	0.9975	0.1153940491
790	0.9975	0.1152851238
791	0.9975	0.1151330538
792	0.9975	0.1149931368
793	0.9975	0.1148459538
794	0.9975	0.114671874
795	0.9975	0.114524265
796	0.9975	0.1143667101
797	0.9975	0.1141613575
798	0.9975	0.1140294287
799	0.9975	0.1138423681
800	0.9975	0.1136575051
801	0.9975	0.1134420106
802	0.9975	0.1133422032
803	0.9975	0.1132218439
804	0.9975	0.1130239154
805	0.9975	0.1129049252
806	0.9975	0.1127033195
807	0.9975	0.1125625495
808	0.9975	0.112335684
809	0.9975	0.1121826783
810	0.9975	0.1120775823
811	0.9975	0.1119257291
812	0.9975	0.1117530937
813	0.9975	0.1115718248
814	0.9975	0.1114642538
815	0.9975	0.1112635499
816	0.9975	0.1110982248
817	0.9975	0.1109718693
818	0.9975	0.1108338634
819	0.9975	0.1106060726
820	0.9975	0.1103932676
821	0.9975	0.1102429789
822	0.9975	0.1100313256
823	0.9975	0.1098973307
824	0.9975	0.1097475105
825	0.9975	0.1095577769
826	0.9975	0.1094051121
827	0.9975	0.1092222013
828	0.9975	0.1090716052
829	0.9975	0.108863155
830	0.9975	0.1087559775
831	0.9975	0.1085661218
832	0.9975	0.1083588314
833	0.9975	0.1082156229
834	0.9975	0.1080997174
835	0.9975	0.1078901096
836	0.9975	0.1077789468
837	0.9975	0.1076618752
838	0.9975	0.1075138579
839	0.9975	0.107371001
840	0.9975	0.1072661188
841	0.99875	0.1070791245
842	0.99875	0.1068983063
843	0.99875	0.1067637837
844	0.99875	0.1066581486
845	0.99875	0.1064805664
846	0.99875	0.1063498719
847	0.99875	0.1061968086
848	0.99875	0.1060953864
849	0.99875	0.1059666233
850	0.99875	0.1058301369
851	0.99875	0.1056270393
852	0.99875	0.1055104799
853	0.99875	0.1053808441
854	0.99875	0.1052564273
855	0.99875	0.105085258
856	0.99875	0.1049497791
857	0.99875	0.1048139888
858	0.99875	0.1046963435
859	0.99875	0.104499703
860	0.99875	0.1043455137
861	0.99875	0.1041974782
862	0.99875	0.1040766181
863	0.99875	0.1039530167
864	0.99875	0.1038829751
865	0.99875	0.1037420998
866	0.99875	0.1036223596
867	1	0.1034957291
868	1	0.1033073019
869	1	0.1031917357
870	1	0.1030983354
871	1	0.1029783683
872	1	0.1027610121
873	1	0.1025150353
874	1	0.102346349
875	1	0.1021467032
876	1	0.1020270813
877	1	0.1018688717
878	1	0.1017047034
879	1	0.1015656422
880	1	0.1014783344
881	1	0.1013235962
882	1	0.1011769449
883	1	0.1010385354
884	1	0.100869071
885	1	0.100722234
886	1	0.1006198522
887	1	0.1004462793
888	1	0.1003501195
889	1	0.100202525
890	1	0.09997224119
891	1	0.09982871889
892	1	0.09962204251
893	1	0.0994795058
894	1	0.09935299954
895	1	0.0991975243
896	1	0.09908561295
897	1	0.09898806912
898	1	0.09886967399
899	1	0.09872816252
900	1	0.09853425778
901	1	0.09839399062
902	1	0.09823765227
903	1	0.09802087785
904	1	0.09790228611
905	1	0.09779895157
906	1	0.09760766425
907	1	0.09741297413
908	1	0.09725259894
909	1	0.09716241292
910	1	0.09707809262
911	1	0.09690328135
912	1	0.09673486066
913	1	0.09661486206
914	1	0.09651707682
915	1	0.09638771165
916	1	0.09623503416
917	1	0.09613237892
918	1	0.09596099583
919	1	0.09580798651
920	1	0.09568732634
921	1	0.0954962611
922	1	0.09531195985
923	1	0.09516140088
924	1	0.09502772677
925	1	0.09489408637
926	1	0.0948173015
927	1	0.09465116349
928	1	0.0944861489
929	1	0.094358998
930	1	0.09423908099
931	1	0.09410177512
932	1	0.09398263904
933	1	0.09387617902
934	1	0.09373644616
935	1	0.09363000768
936	1	0.09343595711
937	1	0.09329497868
938	1	0.09316141975
939	1	0.09295409444
940	1	0.09279883047
941	1	0.09268423697
942	1	0.09258629643
943	1	0.09251242791
944	1	0.09236056664
945	1	0.09223876957
946	1	0.09213270142
947	1	0.09201289947
948	1	0.09190209449
949	1	0.09173349837
950	1	0.0916331665
951	1	0.09153626293
952	1	0.09136363563
953	1	0.0912312849
954	1	0.09110337328
955	1	0.09100297577
956	1	0.09089194154
957	1	0.09075381342
958	1	0.090652185
959	1	0.09048554893
960	1	0.09034230709
961	1	0.09024230167
962	1	0.09010117312
963	1	0.08998474252
964	1	0.08983502986
965	1	0.08972495192
966	1	0.08959012705
967	1	0.08944578204
968	1	0.08930317845
969	1	0.08918133586
970	1	0.08904952355
971	1	0.08892907075
972	1	0.08882361752
973	1	0.08867568789
974	1	0.08857226157
975	1	0.08846957472
976	1	0.08837570753
977	1	0.08827599794
978	1	0.08813780527
979	1	0.08799601733
980	1	0.0879060204
981	1	0.08778048749
982	1	0.08767945977
983	1	0.0875399828
984	1	0.08739865923
985	1	0.08728661333
986	1	0.08721118553
987	1	0.08713004392
988	1	0.08700365607
989	1	0.08691199779
990	1	0.08681740575
991	1	0.08674379915
992	1	0.08659300063
993	1	0.08644941434
994	1	0.08636113769
995	1	0.08627697608
996	1	0.08616949263
997	1	0.08602606729
998	1	0.08592028951
999	1	0.08582843678
1000	1	0.08573147449
1001	1	0.08558272449
1002	1	0.0854521925
1003	1	0.08531782533
1004	1	0.08522311739
1005	1	0.08513650744
1006	1	0.08503812478
1007	1	0.08494076263
1008	1	0.08484887274
1009	1	0.08479554471
1010	1	0.0847118872
1011	1	0.08462862947
1012	1	0.08448923355
1013	1	0.08437438462
1014	1	0.08425162115
1015	1	0.084143535
1016	1	0.08400867884
1017	1	0.08390313299
1018	1	0.08376531348
1019	1	0.08362778722
1020	1	0.08354299593
1021	1	0.08344690441
1022	1	0.08335373099
1023	1	0.08326232979
1024	1	0.08317057901
1025	1	0.08302761749
1026	1	0.08292351158
1027	1	0.08282878475
1028	1	0.08274761313
1029	1	0.08262221855
1030	1	0.0824563601
1031	1	0.08228903579
1032	1	0.08217671783
1033	1	0.08207053715
1034	1	0.08192270292
1035	1	0.08177311179
1036	1	0.08166863116
1037	1	0.08156877321
1038	1	0.08146568156
1039	1	0.08137675979
1040	1	0.08126601557
1041	1	0.08119259985
1042	1	0.08107604164
1043	1	0.08097619193
1044	1	0.08088306023
1045	1	0.08078415593
1046	1	0.08066970177
1047	1	0.08058411536
1048	1	0.08045640061
1049	1	0.08036949749
1050	1	0.0802269337
1051	1	0.0801415131
1052	1	0.0800666782
1053	1	0.07996495936
